Student_ID,Gender,Attendance_Rate,Social_Media_Hours,Study_Hours_per_Day,Physics,Maths,Biology,Chemistry,Past_Exam_Scores,Final_Exam_Score,Pass_Fail
S1312,Male,57.88693546,8,7,55,56,42,90,99,74,Pass
S1313,Female,86.67178325,10,8,93,75,32,97,66,60,Pass
S1314,Male,87.14952215,9,7,99,89,87,60,57,61,Pass
S1315,Male,98.08046972,8,8,93,70,36,92,55,53,Pass
S1316,Female,68.26783048,8,7,82,59,96,83,88,74,Pass
S1317,Female,68.20376692,8,7,41,79,71,84,63,59,Pass
S1318,Male,88.83858753,10,8,78,43,98,60,84,70,Pass
S1319,Female,85.38786228,9,7,33,44,34,98,77,54,Pass
S1320,Male,53.12125684,9,8,51,77,93,62,63,65,Pass
S1321,Female,89.901277,9,8,72,42,68,59,70,71,Pass
S1322,Male,95.12602606,10,8,58,70,76,70,57,58,Pass
S1323,Male,79.47586182,10,7,91,95,57,76,64,63,Pass
S1324,Male,64.67747156,10,7,79,46,80,64,76,61,Pass
S1325,Male,66.58043446,6,11,68,34,94,99,95,80,Pass
S1326,Female,91.60548828,5,11,44,95,77,36,94,81,Pass
S1327,Female,67.09759096,9,7,52,95,62,63,84,66,Pass
S1328,Female,78.18570663,5,12,87,37,51,69,99,84,Pass
S1329,Male,54.39590557,8,8,30,95,59,74,65,54,Pass
S1330,Female,83.51471359,8,8,85,60,43,36,66,70,Pass
S1331,Female,99.08712301,6,12,30,36,79,87,77,76,Pass
S1332,Male,61.09456977,10,7,88,76,91,71,96,72,Pass
S1333,Male,74.364687,8,7,60,38,35,33,87,58,Pass
S1334,Female,67.07194118,8,8,91,77,92,62,54,57,Pass
S1335,Male,91.45310822,10,7,39,69,34,94,88,66,Pass
S1336,Male,90.16404218,9,8,60,95,34,77,82,63,Pass
S1337,Female,90.69524763,9,8,60,44,87,33,59,60,Pass
S1338,Male,64.07564053,10,8,68,42,48,44,98,65,Pass
S1339,Male,51.53678917,8,8,51,64,31,53,90,58,Pass
S1340,Male,87.65331035,10,8,43,86,57,82,70,72,Pass
S1341,Female,69.09952098,7,12,86,41,70,79,83,77,Pass
S1342,Male,75.93755547,5,11,95,91,68,58,90,86,Pass
S1343,Male,53.64282566,8,8,85,90,89,35,55,59,Pass
S1344,Female,63.7719355,9,8,92,85,45,53,98,72,Pass
S1345,Male,96.88091676,5,12,34,65,38,85,97,76,Pass
S1346,Male,54.84844742,10,7,76,74,61,43,85,62,Pass
S1347,Male,71.59868624,8,8,89,78,48,86,98,74,Pass
S1348,Male,82.86418501,9,7,87,84,65,82,50,54,Pass
S1349,Male,65.74110037,8,8,80,95,58,50,58,52,Pass
S1350,Male,83.23261215,10,7,30,55,46,97,89,69,Pass
S1351,Female,72.81727197,9,8,71,59,89,38,67,55,Pass
S1352,Male,55.95195767,9,8,42,93,67,91,73,63,Pass
S1353,Female,97.29872345,8,7,66,84,75,36,54,64,Pass
S1354,Male,68.43184232,11,4,68,71,37,73,61,50,Pass
S1355,Male,85.40817807,8,8,96,78,37,82,58,56,Pass
S1356,Female,60.055722,5,11,53,97,43,37,93,83,Pass
S1357,Male,70.53803801,9,7,95,46,79,67,64,62,Pass
S1358,Male,92.90726457,9,7,37,72,35,60,79,64,Pass
S1359,Male,92.0788423,8,7,84,71,76,48,74,70,Pass
S1360,Female,90.81845177,9,7,82,95,73,51,68,61,Pass
S1361,Female,83.65176861,9,8,93,68,39,49,86,68,Pass
S1362,Female,86.33375157,9,8,76,71,44,35,70,65,Pass
S1363,Male,61.8640672,9,7,58,48,64,88,66,67,Pass
S1364,Female,58.56875964,11,4,65,35,39,41,52,39,Fail
S1365,Female,93.8278541,8,8,99,96,69,38,81,65,Pass
S1366,Female,76.30346289,10,8,65,93,97,74,56,66,Pass
S1367,Female,97.83280689,7,12,87,37,83,91,98,85,Pass
S1368,Female,72.22816123,8,8,66,38,69,88,89,71,Pass
S1369,Female,80.33483314,10,4,55,53,47,74,51,50,Pass
S1370,Female,92.54497875,6,11,45,48,63,56,90,78,Pass
S1371,Male,94.62703792,10,7,38,60,47,47,89,74,Pass
S1372,Female,53.34483114,8,8,31,33,78,71,81,61,Pass
S1373,Female,76.13826471,9,8,62,43,56,78,78,73,Pass
S1374,Male,58.83088624,11,3,89,33,73,89,60,50,Pass
S1375,Female,63.50831172,5,12,49,75,45,53,88,77,Pass
S1376,Female,84.29245644,5,11,72,89,58,88,71,76,Pass
S1377,Female,79.29092161,8,8,46,45,37,95,62,53,Pass
S1378,Male,52.01691627,8,7,58,67,93,56,65,62,Pass
S1379,Male,78.28350181,6,11,35,37,79,61,91,79,Pass
S1380,Female,54.70670795,8,7,88,70,60,72,64,59,Pass
S1381,Female,57.12853118,8,8,82,73,72,48,66,54,Pass
S1382,Female,88.90379157,9,8,31,85,32,94,56,53,Pass
S1383,Male,57.75169012,8,7,64,53,39,94,63,52,Pass
S1384,Female,95.07082287,8,7,64,36,47,35,65,66,Pass
S1385,Female,82.97489255,8,7,37,48,69,48,50,57,Pass
S1386,Male,90.64499368,9,8,31,46,53,99,65,52,Pass
S1387,Female,95.22743972,6,12,78,48,85,84,99,85,Pass
S1388,Male,57.61066258,8,8,75,63,30,43,72,66,Pass
S1389,Female,53.24033877,5,12,99,48,46,81,93,84,Pass
S1390,Female,55.64945735,10,8,47,47,74,84,60,58,Pass
S1391,Male,98.4487862,9,8,53,71,43,55,68,57,Pass
S1392,Female,68.37558607,9,8,77,90,95,96,73,64,Pass
S1393,Male,84.79296123,7,12,35,97,46,77,96,85,Pass
S1394,Male,72.5282227,6,12,93,56,45,93,89,80,Pass
S1395,Female,52.69281845,10,7,91,59,89,46,87,72,Pass
S1396,Male,51.77111393,8,7,32,46,47,66,66,56,Pass
S1397,Male,78.57039288,9,8,73,91,50,67,78,61,Pass
S1398,Male,81.15991293,8,8,37,56,89,67,92,69,Pass
S1399,Female,53.54122507,9,7,72,73,54,58,51,52,Pass
S1400,Male,89.23038866,9,7,92,41,60,98,75,68,Pass
S1401,Male,83.08776713,8,8,66,88,76,75,96,74,Pass
S1402,Female,92.40764308,10,4,62,55,70,53,59,49,Fail
S1403,Male,75.68775295,9,7,54,97,61,30,64,66,Pass
S1404,Female,72.42243555,9,7,31,95,89,98,82,73,Pass
S1405,Male,89.13966888,10,7,43,64,64,97,53,52,Pass
S1406,Female,92.61420293,7,12,79,85,85,72,82,85,Pass
S1407,Female,61.65273463,12,4,87,95,39,86,50,49,Fail
S1408,Male,61.86604783,8,8,51,97,63,74,71,69,Pass
S1409,Female,81.64903236,8,7,72,45,39,61,52,56,Pass
S1410,Male,68.49152067,9,7,59,38,31,61,97,69,Pass
S1411,Female,78.2561487,10,7,55,84,73,75,84,70,Pass
S1412,Male,52.5523246,8,8,48,80,76,96,65,67,Pass
S1413,Male,80.90745252,9,8,52,77,53,90,74,57,Pass
S1414,Female,93.35449798,8,8,84,76,64,84,64,67,Pass
S1415,Female,58.68925449,8,7,86,61,43,68,76,72,Pass
S1416,Female,70.21035032,6,12,78,71,85,55,80,76,Pass
S1417,Female,53.4636088,6,12,53,92,51,91,85,81,Pass
S1418,Female,61.55591404,8,7,37,99,77,56,51,60,Pass
S1419,Male,66.58045452,8,8,44,40,33,66,81,60,Pass
S1420,Male,84.61574694,7,11,36,50,58,84,88,76,Pass
S1421,Female,69.64811069,8,8,86,60,80,42,71,62,Pass
S1422,Female,51.11414339,8,7,79,76,39,87,97,73,Pass
S1423,Male,78.04932511,8,8,76,52,65,53,65,53,Pass
S1424,Female,78.92838836,8,8,51,37,97,96,76,74,Pass
S1425,Female,61.81670047,9,7,92,57,76,56,77,60,Pass
S1426,Female,88.36756952,9,7,81,79,51,31,66,57,Pass
S1427,Female,90.42762784,8,8,66,94,76,80,70,68,Pass
S1428,Male,55.35609202,8,8,84,53,56,43,96,70,Pass
S1429,Male,85.96242765,8,8,43,44,93,47,65,61,Pass
S1430,Female,54.3351294,9,8,72,58,56,70,93,69,Pass
S1431,Female,62.20313002,8,8,70,91,39,57,62,68,Pass
S1432,Female,91.881645,8,7,67,85,39,52,96,72,Pass
S1433,Male,59.74704144,11,3,42,91,95,44,52,48,Fail
S1434,Female,92.90839406,8,8,42,59,87,70,64,64,Pass
S1435,Female,54.36986103,8,8,63,83,55,57,91,66,Pass
S1436,Male,58.60461538,5,12,85,35,50,61,89,79,Pass
S1437,Female,59.71318663,9,8,51,33,33,72,89,61,Pass
S1438,Female,73.83830168,8,7,88,96,41,93,56,62,Pass
S1439,Male,81.79397069,5,12,91,97,69,91,83,84,Pass
S1440,Male,94.70622641,5,12,63,93,59,65,82,82,Pass
S1441,Female,52.68613927,9,8,92,89,85,51,57,55,Pass
S1442,Female,96.7127616,9,8,96,59,53,42,77,61,Pass
S1443,Male,66.76896076,8,8,85,40,63,41,89,73,Pass
S1444,Female,69.52530367,6,11,90,36,74,72,84,80,Pass
S1445,Female,85.49393967,9,7,96,81,67,90,55,65,Pass
S1446,Female,62.90252328,9,7,75,80,31,80,62,62,Pass
S1447,Male,98.25848676,11,4,38,86,87,38,50,49,Fail
S1448,Male,94.86328631,9,7,54,56,80,98,99,73,Pass
S1449,Female,91.76020671,5,11,73,86,84,46,86,76,Pass
S1450,Female,77.40489451,9,7,67,43,66,73,68,63,Pass
S1451,Female,85.15582879,9,8,99,46,80,58,50,51,Pass
S1452,Female,93.37566467,9,7,89,40,41,78,81,67,Pass
S1453,Female,50.36445015,10,4,66,62,74,45,53,50,Pass
S1454,Male,80.87818272,10,8,66,46,32,45,79,60,Pass
S1455,Male,87.94894925,8,7,78,69,59,85,68,62,Pass
S1456,Female,69.12860766,8,7,75,35,79,57,74,69,Pass
S1457,Male,99.24130962,6,11,32,44,44,43,90,77,Pass
S1458,Female,90.17763483,9,7,70,75,44,70,73,68,Pass
S1459,Female,85.46481782,6,12,93,74,73,71,86,78,Pass
S1460,Female,77.30242444,8,8,68,91,60,55,60,62,Pass
S1461,Female,68.78881757,11,3,75,74,39,80,50,50,Pass
S1462,Male,59.38075191,9,8,30,76,69,51,84,67,Pass
S1463,Female,80.39433179,10,4,45,71,48,82,54,48,Fail
S1464,Male,68.56670464,6,11,95,79,49,93,89,79,Pass
S1465,Male,94.40938874,8,8,61,32,62,74,77,68,Pass
S1466,Male,58.22273193,10,7,92,99,69,82,64,57,Pass
S1467,Female,84.2437335,5,11,75,32,36,90,96,76,Pass
S1468,Female,57.80843443,12,3,30,70,33,38,65,43,Fail
S1469,Female,91.3328999,7,12,94,45,47,44,95,76,Pass
S1470,Male,64.2606524,8,8,32,66,36,98,54,64,Pass
S1471,Male,51.86632293,9,8,84,71,87,59,68,66,Pass
S1472,Male,94.95892262,8,7,32,77,47,77,54,51,Pass
S1473,Male,51.06048155,8,8,80,47,77,82,72,66,Pass
S1474,Male,71.9462125,9,8,80,76,51,56,68,62,Pass
S1475,Female,80.63907735,8,7,41,89,35,40,85,73,Pass
S1476,Female,98.68879281,10,8,95,99,78,93,64,72,Pass
S1477,Female,95.71175153,8,8,54,54,57,96,51,51,Pass
S1478,Female,96.20349535,8,7,61,41,44,59,58,66,Pass
S1479,Female,52.16044301,9,7,31,64,98,61,92,70,Pass
S1480,Female,66.96278766,10,8,81,55,78,96,75,72,Pass
S1481,Male,73.01826656,11,4,70,39,42,84,53,49,Fail
S1482,Male,99.55809576,7,11,87,74,96,32,83,78,Pass
S1483,Female,77.05591474,8,7,45,43,57,50,52,59,Pass
S1484,Male,66.30941736,9,7,58,74,36,73,78,71,Pass
S1485,Male,78.20221448,5,12,84,82,74,83,87,83,Pass
S1486,Male,70.60508112,9,8,67,53,91,33,60,66,Pass
S1487,Male,95.70499517,9,8,98,99,72,75,71,68,Pass
S1488,Male,74.27150614,8,7,35,86,60,59,75,65,Pass
S1489,Male,79.43020355,10,7,40,40,43,30,94,64,Pass
S1490,Female,81.32917755,10,8,89,59,31,98,73,57,Pass
S1491,Female,54.96342287,8,7,35,64,79,53,95,64,Pass
S1492,Female,73.1356689,8,7,74,85,70,66,86,70,Pass
S1493,Female,83.67260565,8,7,35,57,92,86,87,66,Pass
S1494,Female,69.39998134,12,4,78,33,85,61,52,46,Fail
S1495,Female,79.22188392,8,7,67,52,33,68,84,66,Pass
S1496,Female,60.2301223,8,8,47,68,89,75,70,61,Pass
S1497,Male,67.54898093,9,7,57,53,84,53,64,52,Pass
S1498,Female,98.39221351,8,8,80,71,97,83,81,70,Pass
S1499,Male,64.18097912,6,12,95,42,60,97,79,77,Pass
S1500,Female,61.11721338,8,7,90,50,70,32,62,55,Pass
S1501,Male,85.22452695,8,8,87,56,56,84,69,72,Pass
S1502,Male,62.86221294,8,7,94,40,32,96,65,60,Pass
S1503,Female,88.01286264,7,12,45,67,65,43,94,77,Pass
S1504,Female,89.88703151,8,7,87,83,42,58,76,64,Pass
S1505,Female,75.60194493,10,8,32,70,33,74,56,61,Pass
S1506,Male,73.59514288,11,4,32,39,30,53,50,48,Fail
S1507,Female,90.27269636,9,7,84,50,64,38,77,63,Pass
S1508,Male,55.08337397,6,12,93,63,97,89,99,89,Pass
S1509,Female,54.93118463,5,11,76,81,85,99,91,80,Pass
S1510,Female,94.94719778,5,12,77,68,64,33,82,78,Pass
S1511,Male,96.17639814,9,8,39,90,43,69,64,54,Pass
S1512,Male,57.06593608,9,7,48,47,85,74,66,68,Pass
S1513,Male,81.72779386,8,7,67,98,44,82,72,66,Pass
S1514,Male,98.66866957,8,7,55,50,87,37,84,67,Pass
S1515,Male,66.75513488,8,7,48,85,87,34,77,74,Pass
S1516,Female,94.82971206,8,7,95,89,77,71,55,72,Pass
S1517,Male,87.16413215,10,7,58,96,44,37,71,54,Pass
S1518,Female,51.39445542,8,8,78,71,38,81,85,68,Pass
S1519,Female,89.40442475,8,7,77,66,50,42,61,62,Pass
S1520,Male,78.98258551,6,12,71,80,52,42,96,81,Pass
S1521,Male,93.3403753,10,7,40,76,38,99,76,74,Pass
S1522,Male,86.81529358,10,7,51,44,37,58,60,62,Pass
S1523,Female,75.33751345,8,7,49,85,32,73,66,66,Pass
S1524,Female,97.35393787,9,7,65,37,67,70,68,69,Pass
S1525,Male,56.55098587,9,8,84,95,77,36,89,65,Pass
S1526,Female,57.34894834,8,8,97,98,63,75,51,68,Pass
S1527,Male,58.96960582,9,7,37,98,49,53,73,69,Pass
S1528,Male,98.40942581,11,3,48,40,48,61,62,48,Fail
S1529,Female,61.53547751,9,8,32,48,93,45,62,53,Pass
S1530,Male,90.76225167,10,7,53,45,40,49,83,73,Pass
S1531,Male,79.52698561,5,11,56,75,35,98,87,82,Pass
S1532,Male,88.58046863,9,7,47,53,73,98,64,72,Pass
S1533,Female,99.60396982,10,7,83,37,91,81,69,73,Pass
S1534,Male,90.01920812,9,7,56,70,60,50,72,72,Pass
S1535,Female,68.51465346,9,8,32,78,84,60,76,71,Pass
S1536,Female,50.48078506,8,7,38,37,69,80,70,60,Pass
S1537,Female,59.60181421,8,7,98,40,69,82,54,51,Pass
S1538,Male,62.31273848,8,8,71,49,43,98,78,58,Pass
S1539,Female,91.25745575,5,12,83,39,77,77,75,77,Pass
S1540,Male,80.44774594,10,7,63,57,46,68,52,62,Pass
S1541,Male,97.26504858,12,4,46,71,30,98,55,50,Pass
S1542,Male,94.68093651,8,7,62,45,87,79,57,55,Pass
S1543,Male,98.42285125,5,11,81,79,31,30,97,78,Pass
S1544,Female,94.67392262,6,11,62,61,66,85,85,80,Pass
S1545,Male,71.6716329,11,4,63,32,75,76,53,48,Fail
S1546,Female,90.2042676,8,8,53,76,70,42,52,66,Pass
S1547,Male,89.0409883,9,8,65,69,40,38,51,54,Pass
S1548,Female,95.55989599,7,12,81,63,82,83,87,78,Pass
S1549,Female,78.66218009,8,7,44,32,71,57,83,69,Pass
S1550,Male,78.56086715,6,12,53,38,99,72,89,83,Pass
S1551,Female,76.08422914,8,8,47,90,70,81,93,72,Pass
S1552,Female,60.8349429,9,8,94,75,76,68,65,63,Pass
S1553,Female,85.88651513,10,8,65,56,86,47,90,72,Pass
S1554,Male,75.41057688,10,7,51,78,89,93,69,66,Pass
S1555,Female,73.54725634,9,8,43,47,93,92,69,71,Pass
S1556,Male,50.87392129,10,8,93,45,47,69,71,59,Pass
S1557,Female,71.83647637,10,7,69,42,91,61,50,61,Pass
S1558,Female,82.43414562,5,11,81,83,90,88,87,87,Pass
S1559,Male,82.98669889,5,11,81,67,45,89,98,87,Pass
S1560,Female,59.68047108,8,8,79,55,64,31,82,72,Pass
S1561,Female,89.71709378,8,7,84,50,48,89,54,61,Pass
S1562,Male,67.75882846,10,7,88,74,62,83,69,63,Pass
S1563,Male,73.49600885,8,7,60,45,41,62,63,54,Pass
S1564,Female,79.61319361,9,7,53,79,78,45,95,72,Pass
S1565,Male,84.31920346,9,7,79,52,52,47,94,72,Pass
S1566,Male,62.24568238,9,8,44,63,73,62,84,68,Pass
S1567,Female,85.79327643,10,7,77,75,53,94,77,73,Pass
S1568,Male,82.4920881,9,8,69,31,34,80,56,54,Pass
S1569,Female,76.41356083,8,8,98,99,52,72,60,55,Pass
S1570,Female,60.65978245,7,12,81,85,77,81,81,78,Pass
S1571,Female,59.90235494,8,8,97,76,91,45,61,57,Pass
S1572,Male,58.27285964,8,8,41,81,51,60,65,65,Pass
S1573,Female,67.05022181,11,3,82,41,37,44,54,50,Pass
S1574,Female,64.99189905,9,7,95,31,63,96,90,69,Pass
S1575,Female,78.95821286,6,12,45,77,47,48,91,77,Pass
S1576,Female,67.91804908,8,8,53,45,64,98,99,69,Pass
S1577,Female,55.03947536,8,8,49,69,95,37,76,66,Pass
S1578,Male,74.81810051,7,11,52,97,58,99,79,77,Pass
S1579,Male,97.65582446,8,8,38,46,49,79,94,71,Pass
S1580,Male,66.55906865,5,11,39,86,76,60,94,82,Pass
S1581,Female,95.08242743,9,7,89,93,65,48,80,72,Pass
S1582,Female,84.23465696,10,8,94,80,90,73,65,62,Pass
S1583,Female,51.91052967,9,7,93,72,50,97,82,67,Pass
S1584,Female,99.38026947,9,8,49,88,55,55,72,69,Pass
S1585,Female,86.74596829,9,7,79,55,55,77,52,56,Pass
S1586,Male,76.33981435,8,8,54,46,78,33,54,58,Pass
S1587,Female,92.38460341,9,7,90,33,64,96,92,73,Pass
S1588,Male,79.83136931,8,7,79,96,49,64,60,56,Pass
S1589,Female,52.27755475,9,7,50,90,71,85,73,64,Pass
S1590,Female,69.13594222,8,7,36,32,66,71,66,52,Pass
S1591,Male,63.6888278,8,7,80,81,93,57,93,70,Pass
S1592,Female,76.82910636,8,8,55,62,54,95,77,58,Pass
S1593,Female,72.48072307,7,11,42,93,72,64,90,77,Pass
S1594,Female,94.79703477,7,11,60,74,81,87,99,77,Pass
S1595,Female,82.80393287,10,8,40,88,61,72,88,66,Pass
S1596,Male,76.97478517,8,8,34,44,66,86,61,53,Pass
S1597,Female,51.06607879,8,8,78,50,85,82,61,58,Pass
S1598,Female,87.28454981,10,8,71,69,58,57,74,61,Pass
S1599,Female,82.95641521,10,8,61,63,98,61,99,71,Pass
S1600,Male,62.83091492,9,8,61,91,41,98,61,64,Pass
S1601,Male,80.12942813,9,7,88,40,58,92,64,71,Pass
S1602,Female,57.45630456,10,7,64,33,77,40,67,57,Pass
S1603,Male,67.7291898,6,12,65,67,97,73,82,77,Pass
S1604,Female,73.26139105,9,8,84,64,59,61,89,69,Pass
S1605,Female,54.80640091,5,12,32,82,53,56,91,77,Pass
S1606,Female,88.03303096,7,11,67,96,60,45,80,76,Pass
S1607,Female,63.29012249,8,8,44,54,64,89,58,52,Pass
S1608,Female,63.90520617,8,8,72,63,30,47,72,52,Pass
S1609,Female,80.10843102,10,8,60,54,32,37,92,64,Pass
S1610,Male,90.18631896,6,11,75,40,38,47,81,76,Pass
S1611,Female,89.03196203,5,11,82,96,74,61,88,86,Pass
S1612,Female,59.98898986,9,7,73,72,93,69,88,71,Pass
S1613,Female,56.8830113,7,11,78,72,84,93,92,86,Pass
S1614,Female,90.22860383,8,8,57,78,39,36,68,55,Pass
S1615,Male,89.46296438,6,11,74,85,65,88,96,80,Pass
S1616,Female,88.9129162,8,7,91,31,31,86,71,66,Pass
S1617,Male,94.28804456,8,7,99,99,74,55,63,67,Pass
S1618,Female,52.45222023,9,7,74,75,30,96,82,73,Pass
S1619,Male,67.20858568,9,7,61,72,50,68,64,69,Pass
S1620,Male,60.90579227,9,7,46,42,93,49,73,58,Pass
S1621,Female,50.55576292,9,8,48,54,98,49,71,68,Pass
S1622,Male,51.80270776,9,7,59,75,56,41,83,56,Pass
S1623,Male,76.93766885,7,11,80,64,35,77,97,85,Pass
S1624,Female,60.7905187,9,7,44,30,87,30,79,54,Pass
S1625,Female,87.68203397,8,7,74,55,80,83,63,57,Pass
S1626,Male,85.27022576,8,7,43,59,79,36,82,62,Pass
S1627,Male,61.97459523,10,4,44,57,38,68,58,48,Fail
S1628,Female,96.4522945,7,12,61,54,79,90,87,80,Pass
S1629,Male,71.15719956,8,7,94,70,48,75,79,66,Pass
S1630,Female,68.25041177,9,8,78,52,57,65,78,59,Pass
S1631,Female,80.60201732,6,12,66,44,37,31,93,79,Pass
S1632,Male,64.88297437,10,7,67,95,80,71,84,64,Pass
S1633,Female,56.86353271,7,12,60,93,62,46,96,77,Pass
S1634,Male,86.5513168,8,7,58,46,47,95,86,75,Pass
S1635,Female,76.58401264,8,7,74,47,30,55,63,61,Pass
S1636,Female,78.85184973,9,7,67,35,66,94,61,60,Pass
S1637,Female,65.61557373,8,7,47,46,66,38,76,60,Pass
S1638,Male,63.58579802,8,7,73,82,62,59,54,62,Pass
S1639,Female,90.443291,9,7,65,44,55,83,66,71,Pass
S1640,Female,67.27948145,10,7,73,58,84,53,76,67,Pass
S1641,Male,65.84087405,11,3,73,82,65,78,51,50,Pass
S1642,Female,85.83178256,10,7,71,81,38,89,78,60,Pass
S1643,Male,58.30394457,9,8,97,69,54,65,91,68,Pass
S1644,Male,51.14814627,8,8,31,62,35,96,75,64,Pass
S1645,Female,64.57290986,8,8,38,51,53,36,73,65,Pass
S1646,Male,86.57507646,9,7,37,56,55,83,66,59,Pass
S1647,Male,75.26171647,8,7,74,49,61,42,66,52,Pass
S1648,Female,61.04282465,8,7,80,37,80,69,64,70,Pass
S1649,Male,93.21702399,6,12,69,99,56,85,90,77,Pass
S1650,Male,51.76398828,10,8,50,51,44,45,95,67,Pass
S1651,Female,94.5897707,8,8,97,86,31,44,62,58,Pass
S1652,Female,76.38054051,10,8,57,93,82,48,74,62,Pass
S1653,Female,71.2631354,12,3,55,75,63,47,51,48,Fail
S1654,Male,84.59752659,8,8,68,45,56,63,67,71,Pass
S1655,Female,54.56054759,11,3,88,39,99,77,58,49,Fail
S1656,Female,97.55427546,10,3,65,67,36,30,56,48,Fail
S1657,Male,65.18248344,8,7,88,46,32,52,70,64,Pass
S1658,Female,53.0926229,10,7,44,41,52,67,98,73,Pass
S1659,Male,72.10789521,10,7,84,67,95,48,64,58,Pass
S1660,Male,70.69518257,8,7,44,93,49,87,91,74,Pass
S1661,Female,98.45129267,8,7,57,76,53,80,67,72,Pass
S1662,Female,99.57451277,8,8,40,36,46,75,79,63,Pass
S1663,Male,81.20618139,8,7,91,66,76,91,79,65,Pass
S1664,Female,71.69797716,8,7,32,63,80,63,90,68,Pass
S1665,Female,96.94060481,8,8,64,57,98,89,63,66,Pass
S1666,Male,76.83079059,8,8,94,44,32,51,91,70,Pass
S1667,Female,57.40261476,9,7,37,59,64,72,99,66,Pass
S1668,Male,70.3129301,8,7,35,34,59,32,68,64,Pass
S1669,Male,82.13561662,8,7,99,31,34,36,54,54,Pass
S1670,Male,64.32077747,5,11,73,76,46,99,98,77,Pass
S1671,Female,71.71941888,5,12,30,95,87,43,88,81,Pass
S1672,Female,71.34888322,10,8,61,82,33,86,79,61,Pass
S1673,Male,88.41669634,6,11,32,74,47,84,86,81,Pass
S1674,Female,74.09259606,9,7,35,87,59,34,80,63,Pass
S1675,Male,68.22784392,9,7,59,79,85,66,58,58,Pass
S1676,Male,88.5911595,5,11,79,52,73,33,91,78,Pass
S1677,Male,51.31794092,12,4,97,72,55,62,54,49,Fail
S1678,Female,55.5498027,10,8,70,49,81,42,79,62,Pass
S1679,Male,83.73109877,8,8,31,49,97,64,61,56,Pass
S1680,Male,50.30967192,9,8,33,54,72,85,66,59,Pass
S1681,Male,67.0646427,9,8,86,44,98,74,71,62,Pass
S1682,Male,51.89906561,5,12,60,89,84,77,91,81,Pass
S1683,Female,79.03408336,8,8,58,81,81,95,68,67,Pass
S1684,Male,53.45630931,8,7,90,78,82,42,72,64,Pass
S1685,Male,70.3833433,10,7,65,85,47,67,59,53,Pass
S1686,Female,67.87391634,10,7,33,66,54,93,55,61,Pass
S1687,Female,85.14557272,10,8,30,66,96,50,75,60,Pass
S1688,Female,92.86397557,7,11,99,64,78,55,90,83,Pass
S1689,Male,58.30079881,5,11,87,56,77,82,90,77,Pass
S1690,Male,89.88277041,9,8,55,49,35,54,72,64,Pass
S1691,Male,57.89216983,8,8,77,44,65,70,56,64,Pass
S1692,Female,94.72676083,6,12,97,33,51,38,96,80,Pass
S1693,Female,89.05680415,5,12,41,75,87,76,85,83,Pass
S1694,Female,63.26128729,9,8,64,95,61,66,64,69,Pass
S1695,Female,98.15381647,5,11,70,36,81,50,93,86,Pass
S1696,Female,83.32529883,8,8,40,91,59,39,70,65,Pass
S1697,Male,70.865881,5,11,59,47,85,35,99,78,Pass
S1698,Male,56.92460348,9,8,34,95,32,93,93,69,Pass
S1699,Male,61.54048219,10,7,81,82,71,86,81,64,Pass
S1700,Male,89.48796228,10,8,70,48,49,37,59,55,Pass
S1701,Male,97.47524218,10,8,76,84,71,54,79,72,Pass
S1702,Male,55.19369913,9,7,75,40,92,62,99,68,Pass
S1703,Male,68.79680769,8,7,41,67,30,91,56,62,Pass
S1704,Male,82.85146812,5,11,75,69,40,97,77,79,Pass
S1705,Female,84.04712438,5,12,80,66,61,67,91,76,Pass
S1706,Female,55.23487314,8,8,31,86,34,78,92,67,Pass
S1707,Male,75.55883385,10,7,48,45,72,86,82,66,Pass
S1708,Male,53.63694573,8,8,85,72,39,66,62,51,Pass
S1709,Female,75.90109494,10,7,80,76,62,84,77,61,Pass
S1710,Male,81.00217457,5,12,77,96,52,74,98,82,Pass
S1711,Male,50.43125621,8,7,39,48,38,40,79,68,Pass
S1712,Female,87.28097638,8,7,90,44,30,95,59,59,Pass
S1713,Female,57.45486214,8,7,65,54,51,53,95,68,Pass
S1714,Female,75.43496421,9,8,47,70,74,43,82,74,Pass
S1715,Male,55.78480664,10,4,30,79,51,60,59,49,Fail
S1716,Male,64.8662079,9,7,40,91,62,81,86,73,Pass
S1717,Female,72.03822925,10,7,57,39,74,41,83,73,Pass
S1718,Female,62.78522203,10,8,79,92,47,71,64,67,Pass
S1719,Female,68.02224603,9,8,80,70,64,43,61,60,Pass
S1720,Female,75.99998262,5,12,96,80,32,62,93,83,Pass
S1721,Male,66.43075044,8,7,59,47,55,31,90,63,Pass
S1722,Female,89.7708976,5,12,32,87,82,47,96,84,Pass
S1723,Female,97.45168109,9,7,60,64,70,86,77,68,Pass
S1724,Female,52.38443461,6,12,64,94,52,73,95,81,Pass
S1725,Male,69.51680313,10,8,38,76,98,31,65,65,Pass
S1726,Male,84.57258497,8,7,60,36,49,68,81,60,Pass
S1727,Female,75.7983674,8,7,50,70,86,59,70,65,Pass
S1728,Male,95.19118934,9,8,36,65,40,77,83,65,Pass
S1729,Male,54.98867541,10,7,43,44,86,51,55,58,Pass
S1730,Male,62.77200576,9,8,35,36,61,88,52,58,Pass
S1731,Male,69.7752482,8,8,57,95,84,98,72,61,Pass
S1732,Male,58.22195291,8,8,77,97,49,88,72,60,Pass
